source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
8-801 to 810-note-5	title8.sections[801 to 810].notes[4]	198	section 1485(1), (2) of this title	partial: usc:8:1485/1; (2) unlinked (section-continuation-failed)	missing-link	USC 8:1485/2 (official-source-only)	“of this title” supplies title 8; (1) is already linked and the adjacent (2) continuation is missing. Section 1485 is absent from the local section index, so the proposed target is official-source-only.
8-1101-note-17	title8.sections[1101].notes[16]	20954	section 2(2), (3) to section 309 of Pub. L. 104–208	partial: public-law:104-208/s2/2 and public-law:104-208/s309; (3) unlinked (named-authority-continuation-failed)	missing-link	Public Law 104–208 §2(3) (official-source-only)	The explicit Public Law 104–208 container makes (2) and section 309 already linked; only the adjacent (3) continuation is missing.
8-1443a-note-4	title8.sections[1443a].notes[3]	170	section 319(e) or 322(d) of such Act	unlinked (named-authority-continuation-failed)	missing-link	INA §§319(e), 322(d); USC 8:1430/e and USC 8:1433/d (local)	“such Act” refers to the Immigration and Nationality Act in this amendment note; both named INA section units have unambiguous local codifications.
8-1482-note-1	title8.sections[1482].notes[0]	488	section 1485(1), (2), (4), (5), (6), (7), or (8) of this title	partial: usc:8:1485/1; (2),(4),(5),(6),(7),(8) unlinked (section-continuation-failed)	missing-link	USC 8:1485/2, /4, /5, /6, /7, /8 (official-source-only)	“of this title” supplies title 8; (1) is already linked and the remaining parenthetical list units are missing. Section 1485 is absent from the local section index, so the proposed targets are official-source-only.
8-1482-note-1	title8.sections[1482].notes[0]	554	section 1486(1) or (2) of this title	partial: usc:8:1486/1; (2) unlinked (section-continuation-failed)	missing-link	USC 8:1486/2 (official-source-only)	“of this title” supplies title 8; (1) is already linked and the (2) continuation is missing. Section 1486 is absent from the local section index.
8-1622-note-3	title8.sections[1622].notes[2]	147	section 243(h) of such Act	unlinked (named-authority-continuation-failed)	missing-link	INA §243(h); historical USC 8:1253/h (official-source-only)	The surrounding amendment text uses “such Act” for the INA and this historical section is not a current local body section, so an official historical target is required.
8-1622-note-3	title8.sections[1622].notes[2]	384	section 243(h) of such Act	unlinked (named-authority-continuation-failed)	missing-link	INA §243(h); historical USC 8:1253/h (official-source-only)	The surrounding amendment text uses “such Act” for the INA and this historical section is not a current local body section, so an official historical target is required.
8-1641-note-3	title8.sections[1641].notes[2]	603	section 243(h) of such Act	unlinked (named-authority-continuation-failed)	missing-link	INA §243(h); historical USC 8:1253/h (official-source-only)	The surrounding amendment text uses “such Act” for the INA and this historical section is not a current local body section, so an official historical target is required.
8-1641-note-3	title8.sections[1641].notes[2]	840	section 243(h) of such Act	unlinked (named-authority-continuation-failed)	missing-link	INA §243(h); historical USC 8:1253/h (official-source-only)	The surrounding amendment text uses “such Act” for the INA and this historical section is not a current local body section, so an official historical target is required.
8-1641-note-3	title8.sections[1641].notes[2]	2701	section 244(a)(3) of such Act	unlinked (named-authority-continuation-failed)	missing-link	INA §244(a)(3); historical USC 8:1254a/a/3 (official-source-only)	The surrounding amendment text uses “such Act” for the INA and this former section is not a current local body section, so an official historical target is required.
8-1182-note-78	title8.sections[1182].notes[77]	9100	1185(a)	usc:3:1185/a (official-source-only)	incorrect-target	usc:8:1185/a (local)	The phrase is inside “8 U.S.C. 1182(f) and 1185(a),” so the unqualified continuation is title 8; the resolver incorrectly carried the following independent “title 3” citation backward.
8-1184-note-33	title8.sections[1184].notes[32]	965	204(b)	usc:3:1154/b (official-source-only)	incorrect-target	INA §204(b); USC 8:1154/b (local)	“section 204(b) of such Act” is INA §204(b), codified at 8 U.S.C. §1154(b); the nearby bracketed 8 U.S.C. citation confirms the title-3 target is wrong.
8-1184-note-33	title8.sections[1184].notes[32]	985	3 U.S.C. 1154(b)	usc:3:1154/b (official-source-only)	incorrect-target	usc:8:1154/b (local)	The source has an apparent title typo: this citation is immediately corrected by “[8 U.S.C. 1154(b)]”; Title 3 §1154(b) is not the authority intended by the INA §204(b) sentence.
