source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
8-1101-note-20	title8.sections[66].notes[19]	3407	(1)	USC 8:203/b/1 (official-source-only)	incorrect	Public Law 101-649 §203(b)(1), official source	The surrounding text says paragraph (1) of section 203(b) of the Immigration Act of 1990 (“such Act”), not current Title 8 section 203; the historical Act section is not a current USC section.
8-1101-note-20	title8.sections[66].notes[19]	3412	(2)	USC 8:203/b/2 (official-source-only)	incorrect	Public Law 101-649 §203(b)(2), official source	The surrounding text says paragraph (2) of section 203(b) of the Immigration Act of 1990 (“such Act”), not current Title 8 section 203; the historical Act section is not a current USC section.
8-1101-note-20	title8.sections[66].notes[19]	3420	(3)	USC 8:203/b/3 (official-source-only)	incorrect	Public Law 101-649 §203(b)(3), official source	The surrounding text says paragraph (3) of section 203(b) of the Immigration Act of 1990 (“such Act”), not current Title 8 section 203; the historical Act section is not a current USC section.
8-1101-note-20	title8.sections[66].notes[19]	10514	(5)	USC 8:603/a/5 (official-source-only)	incorrect	Public Law 101-649 §603(a)(5), official source	This is paragraph (5) of section 603(a) of the historical Act; the bracket identifies amendments to current sections 1160 and 1255a but does not turn Act section 603 into Title 8 section 603.
8-1101-note-20	title8.sections[66].notes[19]	10522	(13)	USC 8:603/a/13 (official-source-only)	incorrect	Public Law 101-649 §603(a)(13), official source	This is paragraph (13) of section 603(a) of the historical Act; the bracket identifies amendments to current sections 1160 and 1255a but does not turn Act section 603 into Title 8 section 603.
8-1101-note-25	title8.sections[66].notes[24]	892	(b)	USC 8:203/b (official-source-only)	incorrect	Public Law 96-212 §203(b), official source	The phrase “subsections (b) ... of section 203 of this Act” refers to the 1980 Act section, while the bracketed text separately identifies the current USC sections amended by it.
8-1101-note-25	title8.sections[66].notes[24]	897	(c)	USC 8:203/c (official-source-only)	incorrect	Public Law 96-212 §203(c), official source	The phrase “subsections ... (c) ... of section 203 of this Act” refers to the 1980 Act section, while the bracketed text separately identifies the current USC sections amended by it.
8-1101-note-25	title8.sections[66].notes[24]	906	(d)	USC 8:203/d (official-source-only)	incorrect	Public Law 96-212 §203(d), official source	The phrase “subsections ... (d) of section 203 of this Act” refers to the 1980 Act section, while the bracketed text separately identifies the current USC sections amended by it.
8-1101-note-27	title8.sections[66].notes[26]	411	(b)(4)	USC 8:601/b/4 (official-source-only)	incorrect	Public Law 94-484, title VI, §601(b)(4), official source	The note identifies the 1977 amendment and expressly describes section 601 as the Act section; the generated Title 8 section 601 target is not the cited authority.
8-1101-note-27	title8.sections[66].notes[26]	422	(d)	USC 8:601/d (official-source-only)	incorrect	Public Law 94-484, title VI, §601(d), official source	The note identifies the 1977 amendment and expressly describes section 601 as the Act section; the generated Title 8 section 601 target is not the cited authority.
8-1101-note-95	title8.sections[66].notes[94]	617	(O)(i)	USC 8:101/a/15/O/i (official-source-only)	incorrect	USC 8:1101/a/15/O/i (local)	The note itself supplies the codification “[8 U.S.C. 1101(a)(15)]”; the generated link instead treats historical INA section 101 as current Title 8 section 101.
8-1101-note-95	title8.sections[66].notes[94]	625	(O)(ii)	USC 8:101/a/15/O/ii (official-source-only)	incorrect	USC 8:1101/a/15/O/ii (local)	The note itself supplies the codification “[8 U.S.C. 1101(a)(15)]”; the generated link instead treats historical INA section 101 as current Title 8 section 101.
8-1101-note-95	title8.sections[66].notes[94]	634	(P)(i)	USC 8:101/a/15/P/i (official-source-only)	incorrect	USC 8:1101/a/15/P/i (local)	The note itself supplies the codification “[8 U.S.C. 1101(a)(15)]”; the generated link instead treats historical INA section 101 as current Title 8 section 101.
8-1101-note-95	title8.sections[66].notes[94]	645	(P)(iii)	USC 8:101/a/15/P/iii (official-source-only)	incorrect	USC 8:1101/a/15/P/iii (local)	The note itself supplies the codification “[8 U.S.C. 1101(a)(15)]”; the generated link instead treats historical INA section 101 as current Title 8 section 101.
